id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
1916824,2021-02-17,Yeni tikili,2 / 6,76 m²,2,yoxdur,61 000AZN,mülkiyyətçi,"Mənzili özüm üçün almışdim.Satmaq fikrim olmayıb heç vaxt.Ona göre de ən gözəl binadan ən yaxşı panaramali mənzil seçmişəm.İkinci mərtəbədir,binanın hər iki tərəfinə pəncərəsi var.Duzlu gölə və parka gözəl mənzərə açılır.Təmiz havası var.Mənzil çox genişdir rahatlıqla 3 otağa boldure bilərdim sadəcə rahatlıgina,geniş olmagina görə boldurmədim.Evin pəncərləri, giriş qapısını dəyişmişəm bahalı materiallarla.Evin təmiri bitənə qədər ustaların üstündə şəxsən özüm nəzarət etmişəm.Tok,su ,istilik xətləri bahalı materiallarla çəkilib.Hamisini video çəkib saxlamışam.Evin otaq qapıları bahalı təmiz taxta qapilardir.Hamam tualet aksesuarları paslanmayan bahalı materiallardir.Balkona əlavə pencere yigdirmisam.gozel geniş şkaf yigdirmişam.Kuxna mebelinin arxasına düşən bütün hissəni kafel vurdurmisam.Bir sözlə rahat yaşamaq üçün hər şey düşünülüb.İstifadə olunan bütün materialların fakturasi qiyməti saxlanılıb.Maraq üçün saxlamışam.Gələcəkde evde heç bir problem olmayacaq.Radiatir seksiyalarinin sayına baxsaz goreceksiz ki hecnede qənaət etməmişəm.Ev mənə 65 min manata oturub.Təcili pul lazım olduğu üçün 61 manata satıram.Aformut xərcləri alan edecek amma.",3,"Abşeron r.
"," Masazır q.
",,,,,,,
1916821,2021-02-17,Yeni tikili,3 / 12,150 m²,4,var,230 000AZN,vasitəçi (agent),COOOX TECILI !! Menzil tecili satilmalidir !!Nesimi rayonu 4 cu mkr insa edilen (Fedainin binasi ) 12 mertebeli yeni tikili binanin 3cu mertebesinde 4 otaqli super temirli menzil satilir !! menzil keyfiyyetli temir olunub !! qaz su isiq daimidir !! KUPCA YAXIN ZAMANDA VERILECEK !! Binanin yaninda Bravo market ve mekteb var !! real alicilarla endirm olacag !! real alicilar zeng edib maraqlana biler !! butun otaqlarin penceresi var !! isiqli evdir !! ,37,"Memar Əcəmi m.
"," Nəsimi r.
",,,,,,,
1916820,2021-02-17,Yeni tikili,7 / 16,84 m²,3,var,136 000AZN,vasitəçi (agent),Inqlabda Asan xidmetin arxasinda yeni tikili binada 3otaga duzelmis temirli menzil satilir.Sened KUPCA.,28,"Neftçi bazası 
"," Nəsimi r.
"," 1-ci mikrorayon q.
",,,,,,
1916817,2021-02-17,Köhnə tikili,8 / 9,70 m²,3,var,100 000AZN,vasitəçi (agent),"Təcili Satılır....İpotekaya yararlıdır.Yasamal rayonu 20 yanvar metrosunun yaxınlığında  yerləşən 9 mərtəbəli tikilinin 8 ci mərtəbəsində yerləşən ümümi sahəsi 70kv orta təmirli mənzil satılır..İnfrastruktur cəhətdən əlverişli yerdədir.Kombi istilik sistemi ilə təchiz olunub.Su işiq qaz daimidir. 
Ofis haqqı 1.% 
Срочно Продается .... Подходит под ипотеку.Продается квартира 70 кв.м общей площадью 70 кв.м, расположенная на 8 этаже 9 этажного дома в Ясамальском районе, недалеко от метро 20 Января. Находится в удобном месте с точки зрения инфраструктуры.Газ,свет,вода постояны.
Комиссия офиса 1.% 
",6,"20 Yanvar m.
"," Yasamal r.
"," Yasamal q.
",,,,,,
1916816,2021-02-17,Yeni tikili,10 / 24,156 m²,4,var,192 000AZN,vasitəçi (agent),"- Xətai Rayonu, Fəzail Bayramov Küçəsi. Bakı Əyləncə Mərkəzinin Qarşısı, Lexus Bakı Mərkəzinin üstündəki binalar.

-156.7 m². 3 otaq. 
-10/24. Tam yaşayışlı mərtəbə. Bütün qonşular evlərini təmir edib yaşayır. 
- Çıxarış əldədir. Bütün sayğaclar quraşdırılıb.

-Binanın məlumatları:
Binada 2 ədəd surətli lift, 7/24 Mühafizə xidməti, yeraltı və yerüstü avtomobil qarajı, həyətində super marketi, sakinlərin rahatlığı üçün geniş həyəti mövcuddur. 

-Bölgə məlumatları:
BƏM. Lexus Və Toyota Bakı Mərkəzi, Sevgililər Parkı, Xətai Metrosu, Mərkəzi Neftçilər Xəstəxanası, Port Baku, Ağ Şəhər Bülvarı, Dəmirçi Plaza, Ali Məhkəmə, BŞBPİ, Port Baku, Leyla Şixlinskaya Klinikası, 147 n litsey, 27 n orta məktəb və s kimi məntəqələrə 5 dəqiqəlik piyada məsafədə yerləşir 

- Qiymət 192.000 AZN.
-Xidmət haqqı 1%

Fərqli ölçü və qiymətdə təmirli və təmirsiz mənzillərimiz mövcuddur. Ətraflı məlumat üçün elə indi zəng edin!",42,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
1916815,2021-02-17,Yeni tikili,12 / 18,161 m²,3,var,265 650AZN,vasitəçi (agent),"TƏCİLİ SATILIR!
Xetaide,Baki Eylence Merkezi ile uzbeuz, Yeni tikili binada, Retro Palace R-Palace mtk-da Sevqililer parkin yaninda 12 ci mertebesinde sahesi 161 kv.m olan 3 otaqli menzil satilir. Menzil pod moyakdir. Bina cox yuksek seviyyede tikilib, 2 suretli SiQMA liftleri var. Binanin heyeti, yeralti qaraji her iki terefden girisi,muhafize xidmeti yuksek seviyyededir.Temire baslamaq olar. Sened muqaviledir. Qiymeti bazar qiymetinden asaqi verilir. .
        Срочно не далеко от метро Хатаи ближе к Б.Э.М Baki Eylence Merkezi.На против парка влюблённых В одном из элитных зданий R-PALACE MTK продаются 3 eх комнатная квартира без ремонта на 12 этаже 161 кв.м с видом на город. 2 скоростных лифта СИГМА подземный гараж.Можно приступать к ремонту.",25,"Cavanşir körpüsü 
"," Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,
1916814,2021-02-17,Yeni tikili,9 / 14,150 m²,3,var,250 000AZN,vasitəçi (agent),"Elmlər Akademiyası metrosunun yanında, qaz və Çıxarış ilə təchiz olunmuş yenitikili binada 3 otaqlı podmayak mənzil satılır. Vitraj pəncərələr. Binada qaz, su, işıq var. Mühafizə olunan həyəti, ikimərtəbəli parkinq.
Около метро Элмляр Академии,в новостройке с Газом и Купчей,продается  3х комнатная квартира под маяк.Окна Витражные.  В доме имеется Газ,Свет,Вода. Охраняемый двор,двухэтажный паркинг. ",11,"Hüseyn Cavid parkı 
"," Texniki Universiteti 
"," Elmlər Akademiyası m.
"," Yasamal r.
",,,,,
1914637,2021-02-17,Yeni tikili,1 / 10,104 m²,3,var,105 000AZN,vasitəçi (agent),"Təcili və bazar qiymətindən aşağı qiymətə !!! Xətai rayonu Əhmədli qəsəbəsi, Həzi Aslanov metrosuna piyada 10 dəqiqəlik məsafədə, Cavanşır kücəsində, Yenitikili “Xətai20” MMC-ya məxsus, 10 mərtəbəli daş binanın 1-ci mərtəbəsində, ümumi 104 kv , 3 otaqlı orta təmirli mənzil satılır. Pol döşəmə taxta, hamam tualet ayrı, istilik sistemi mərkəzləşdirilmişdir, uzunluğu 15 metrə eyvanı var, mətbəxi eyvana cixardıb 4 otağa düzəltməy olar mənzili. Sakit məhləsi, mehriban qonşuları var.
Sənəd Çıxarış (Kupça). İpotekaya yararlıdır.
Qiymət 105000 manat.",46,"Xətai r.
"," Əhmədli q.
",,,,,,,
1916812,2021-02-17,Köhnə tikili,2 / 5,86.6 m²,4,var,125 000AZN,mülkiyyətçi,Əmlak sahibindən satılır. Maklerlər narahat etməsin. Alıcı olduğu halda zəng etsinlər. Hər şey açığ yazılıb. 0517443563 qiymət 125000,48,"Nəsimi m.
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,,,,,
1916811,2021-02-17,Yeni tikili,5 / 20,50 m²,1,yoxdur,70 000AZN,vasitəçi (agent),"TƏCİLİ!
EKSKLUZİV TƏKLİF!

Tibb Universitetinin arxasında
20 mərtəbəli binanın 5-ci mərtəbəsi
1 otaqlı 
50 kv.metr
Qaz, işıq, su var
Yaşayış var
Pilot Layihedir

Təmir edib, kirayə vermək üçün ideal təklifdir. Enidirim olunacaq.
Təcili satılır. Sənədlər qaydasındadır. Alqı-satqıya hazırdır.
Maraqlananlar istənilən vaxt zəng edə bilər.",6,"Tibb Universiteti 
"," Nəsimi r.
",,,,,,,
1916810,2021-02-17,Yeni tikili,16 / 17,190 m²,5,var,516 000AZN,vasitəçi (agent),"Afiyəddin Cəlilov küçəsində Megafun un və ağ şəhər bulvarının 5 addəmlığında Bərəkət mtk a məxsus binada 16 cı mərtəbəsində 5 otaqlı ofis kimi fəaliyyət göstərmiş mənzil satılır.Mənzilin ümumi sahəsi 190 kv dır 5 otaqdan ibarətdir ofis olduğu üçün mətbəxidə otaq kimi istifadə ediblər.Mənzilin təmiri köhnəldiyi üçün təmirə ehtiyyacı var.Mənzildə bütünotaqlar geniş və işıqlıdır və hər birindən eyvana çıxış var.Mənzərəsi çox gözəldir bütün otaqlardan şəhər və dəniz görsənir qarşısında heçbir obyekt tikilə bilməz.Binada qaz su işıq daimidir bütün sənədləri qaydasındadır.Binada giriş çıxışa nəzarət,24 saat mühafizə xidməti fəaliyyət göstərir.Yerləşmə yeri çox əlverişlidir yaxınlığında hər bir iaşə obyekti var..
Satışda Bakı şəhərinin bütün ərazilərində təmirli və təmirsiz evlər ,obyektlər ,villa və torpaq sahələrimiz var buyurub müraciət edə bilərsiniz.
",25,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,,,,,
